0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,,,,,,,,,,,,,1943,"1,345.6","1,188.8","1,233.0","1,268.3","1,290.4","1,305.6","1,339.7","1,372.1","1,395.9","1,405.1","1,437.2","1,458.6","1,452.5"
,,,,,PRODUCTION  WORKERS -   IN  THOUSANDS,,,,,,,,,1944,"1,296.6","1,437.7","1,421.9","1,395.3","1,372.7","1,343.7","1,300.6","1,278.7","1,265.5","1,217.1",,,
,,,,,,,,,,,,,,,,,,,,,,,,,"1,194.3","1,163.8","1,167.5"
1964,17.1,15.2,15.5,17.0,17.6,17.6,18.4,18.2,18.3,18.4,15.4,14.9,18.7,1945,788.1,"1,168.7","1,183.4","1,170.7","1,136.0","1,064.8",947.7,894.2,818.1,325.9,266.9,247.4,233.2
1965,20.2,18.3,17.7,18.1,19.8,20.5,20.8,20.4,21.6,21.2,21.0,21.4,21.8,1946,237.3,225.3,220.5,219.1,229.5,230.8,229.7,234.3,243.0,247.0,253.6,258.9,255.8
1966,21.3,21.7,21.5,22.3,22.4,22.5,23.0,19.2,19.7,20.7,20.6,21.6,20.8,1947,239.3,257.5,252.9,250.6,252.2,240.7,235.7,229.4,229.2,228.5,230.9,231.9,232.5
1967,20.0,20.8,20.8,20.7,20.2,20.2,19.1,18.9,20.5,20.2,19.1,19.2,19.8,1948,237.7,231.2,230.9,230.7,232.6,221.3,226.1,230.1,235.0,242.0,252.2,258.2,261.7
1968,20.8,19.6,19.9,20.9,20.9,21.1,21.8,20.1,20.8,19.9,20.6,21.6,22.7,1949,264.2,264.3,265.3,268.7,268.3,262.8,262.2,268.1,260.2,266.5,263.4,260.1,260.2
1969,23.7,22.5,23.3,23.5,24.0,24.3,24.9,24.1,23.6,22.5,24.0,23.8,24.0,1950,283.1,259.4,259.2,259.8,260.7,261.1,263.6,266.6,280.3,293.5,313.2,331.9,347.8
1970,19.0,24.2,22.9,21.9,20.1,18.2,18.3,17.6,18.3,18.1,16.4,15.9,16.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1951,467.8,363.1,392.3,410.1,425.7,439.2,462.9,483.5,499.7,505.9,509.1,553.2,569.3
1971,17.8,16.6,16.2,16.5,16.9,17.3,17.5,18.5,18.8,19.2,18.1,18.8,18.8,1952,670.6,585.7,606.1,616.6,628.6,641.3,661.0,682.1,703.1,692.3,726.6,740.9,762.3
1972,21.2,19.3,20.0,20.7,21.3,21.7,20.9,20.8,20.6,21.7,21.9,22.2,22.7,1953,795.5,776.9,789.3,799.5,788.9,788.2,792.3,798.2,805.6,812.7,808.4,784.4,802.0
1973,24.9,23.0,23.7,23.7,24.1,24.7,25.2,25.1,25.4,25.3,26.2,26.2,26.5,1954,782.9,817.5,808.5,805.1,797.0,785.5,781.0,778.9,766.7,769.4,759.8,762.3,763.5
1974,25.3,26.5,26.0,25.6,26.0,26.4,26.1,26.0,25.9,25.6,24.1,23.3,21.9,1955,761.3,761.8,761.5,759.7,757.4,749.5,748.0,752.0,751.8,761.0,766.9,777.8,788.2
1975,,15.6,14.2,12.9,12.9,12.9,12.3,,,,,,,1956,837.3,792.8,802.0,797.9,803.2,807.5,822.4,836.4,849.2,863.1,875.1,892.1,905.9
,,,,,,,,,,,,,,1957,895.8,912.2,924.8,927.9,928.4,925.4,924.1,920.1,903.4,886.0,865.4,825.7,806.5
,,,,PRODUCTION-WORKER  AVERAGE  WEEKLY  EARNINGS  -   IN  DOLLARS,,,,,,,,,,1958,771.0,795.7,785.8,781.8,775.1,760.1,764.9,762.0,763.6,768.3,765.0,766.1,763.0
,,,,,,,,,,,,,,1959,720.6,750.3,747.1,740.6,733.8,725.7,720.4,721.2,716.5,713.1,700.3,692.9,685.8
1964,103.46,98.67,101.63,103.83,105.26,106.45,103.57,103.42,102.54,105.15,99.59,103.62,107.04,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1960,627.9,675.7,666.6,659.7,647.2,635.2,598.1,607.8,614.7,610.7,603.4,608.4,607.1
1965,111.64,107.33,106.13,106.39,104.41,111.07,113.01,115.78,111.51,111.10,117.07,117.39,116.10,,,,,,,,,,,,,,
1966,114.39,109.61,113.82,116.57,116.72,119.78,118.40,114.11,109.61,111.11,111.93,114.12,115.92,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1961,609.7,604.9,606.0,608.0,605.1,604.0,603.1,604.4,602.3,611.3,615.1,623.3,629.4
1967,109.37,111.20,109.30,110.40,105.81,114.80,109.02,106.70,107.59,105.92,107.80,109.13,112.79,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1962,638.4,630.9,632.2,631.6,625.7,626.9,629.5,638.3,641.7,648.5,649.0,652.9,654.1
1968,119.84,114.69,116.97,115.66,115.31,121.51,120.72,120.88,121.69,122.59,121.77,121.36,123.79,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1963,639.2,653.8,649.0,643.2,639.4,635.4,635.1,632.8,632.3,635.2,637.7,638.3,638.7
1969,124.54,120.90,121.88,123.55,123.07,125.82,127.98,123.01,123.01,126.27,122.22,126.17,130.33,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1964,605.4,628.8,622.1,614.0,608.1,601.2,598.5,595.2,592.1,600.4,598.6,602.0,603.2
1970,127.86,127.91,126.36,125.51,126.40,127.19,129.10,129.36,128.58,128.54,126.92,130.56,133.06,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1965,624.2,602.9,596.5,603.1,606.0,609.6,610.4,622.8,629.6,638.3,642.7,657.0,671.8
,,,,,,,,,,,,,,1966,753.3,685.1,698.2,710.5,722.1,731.7,745.5,764.9,774.4,785.8,794.5,809.4,817.2
1971,138.20,128.52,131.97,133.72,135.88,135.93,140.89,140.14,140.85,140.85,139.30,141.75,146.83,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1967,833.6,813.4,814.4,820.9,823.7,823.3,831.4,835.1,834.5,844.2,847.9,854.8,859.9
1972,149.85,144.63,146.61,145.48,146.52,147.06,150.22,148.37,148.34,153.41,153.87,155.57,155.59,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1968,852.0,857.9,860.1,856.2,853.1,848.3,854.1,855.8,854.1,850.5,846.0,844.6,843.2
1973,157.60,154.81,152.86,155.96,157.56,154.03,155.62,154.05,156.02,162.01,159.20,163.22,165.24,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1969,804.4,835.7,816.9,834.4,828.6,822.5,803.7,809.5,794.5,797.9,789.6,763.4,755.9
1974,167.03,163.99,155.83,164.37,161.35,165.87,166.76,165.03,171.14,172.26,171.65,167.52,177.69,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1970,668.7,745.9,734.5,723.2,702.4,677.5,667.4,658.4,639.0,636.3,621.9,613.4,604.1
1975,,165.60,172.33,173.72,171.76,178.86,175.48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1971,533.3,592.9,578.4,559.3,541.1,529.1,524.9,516.3,512.7,516.6,512.9,510.6,504.7
,,,,PRODUCTION-WORKER AVERAGE  HOURLY  EARNINGS  -   IN  DOLLARS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1972,510.8,504.5,508.5,507.6,507.8,506.9,505.9,505.9,503.5,514.1,517.5,522.5,524.8
1964,2.58,2.53,2.56,2.57,2 58,2.59,2.57,2.56,2.57,2.59,2.58,2.61,2.63,1973,532.6,525.9,526.2,525.7,527.9,528.5,531.7,531.1,531.8,,,,5409
,,,,,,,,,,,,,,,,,,,,,,,,536.9,539.3,544.9,
1965,2.69,2.65,2.64,2.64,2.63,2.67,2.71,2.75,2.70,2.69,2.71,2.73,2.70,1974,542.9,537.2,535.1,534.9,537.7,538.6,540.5,540.1,545.6,550.4,553.2,554.3,547.4
1966,2.73,2.68,2 71,2  73,2.74,2.76,2.76,273,2.68,2.71,2.73,2.77,2.76,1975,,543.7,516.4,515.7,508.7,524.5,519.6,,,,,,
1967,2.79,2.78,2.76,2.76,2.77,2.80,2.76,2.75,2.78,2.78,2.80,2.82,2.87,,,,,,,,,,,,,,
1968,2.93,286,2.86,2.87,2.89,2.90,2.93,2.97,2.99,2.99,2.97,2.96,2.99,,,,,,,WOMEN  EMPLOYEES -   IN THOUSANDS,,,,,,,
1969,306,3.00,2.98,2.97,2.98,3.01,3.04,3.06,3.06,3.11,3.11,3.17,3.21,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1950,,31.1,,,30.0,,,30.7,,,37.3,,
1970,3.27,3.23,3.24,3.21,3.20,3.22,3.26,3.30,3.28,3.33,3.34,3.40,3.36,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1951,,47.6,,,61.3,,,78.3,,,86.5,,
1971,3.49,3.40,3.41,3.42,3.44,3.45,3.54,3.53,3.53,3.53,3.50,3.50,3.59,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1952,,104.3,,,111.9,,,121.4,,,125.7,,
1972,3.70,3.58,3.62,3.61,3.60,3.64,3.70,3.61,3.69,3.76,3.79,3.87,3.88,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1953,,136.7,,,134.1,,,137.3,,,136.6,,
1973,3.94,3.88,3.86,3.87,3.90,3.87,3.91,3.91,3.96,4.03,3.97,4.04,4.07,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1954,,139.8,,,131.5,,,127.0,,,121.6,,
1974,4.25,4.11,4.09,4.13,4.18,4.21,4.19,4.21,4.30,4.35,4.39,4.34,4.51,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1955,,120.4,,,118.9,,,113.6,,,115.8,,
1975,,4.50,4.62,4.67,4.68,4.67,4.73,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1956,,120.5,,,122.9,,,128.0,,,135.6,,
,,,,,,,,,,,,,,1957,,137.7,,,140.2,,,138.9,,,132.4,,
,,,,,PRODUCTION-WORKER  AVERAGE  WEEKLY HOURS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1958,,119.4,,,114.2,,,111.3,,,111.7,,
1964,40.1,39.0,39.7,40.4,40.8,41.1,40.3,40.4,39.9,40.6,38.6,39.7,40.7,1959,107.1,110.1,110.1,109.7,109.5,108.3,108.2,108.3,106.6,105.5,103.8,102.7,101.9
,See  footnotes  at  end of  tables,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3 1 3,,,,,,,,,,,,,,
