0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1975,,5.7,5.7,5.0,5.8,5.6,5.6,,,,,,,1964,28.3,28.1,29.0,29.6,29.2,29.8,27.7,26.9,25.7,27.0,28.0,28.7,29.3
,,,,,,,,,,,,,,1965,31.2,30.3,30.6,31.4,32.7,32.5,31.4,30.0,28.7,29.4,30.9,32.9,33.9
,,,,,,QUITS  PER  100  EMPLOYES,,,,,,,,1966,34.8,34.5,35.8,36.5,34.1,34.0,33.6,35.3,33.7,33.5,34.6,35.4,36.3
1958,1.7,1.6,1.2,1.3,1.5,1.9,1.7,1.8,2.0,2.8,2.3,1.4,1.3,1967,36.2,36.3,36.9,37.5,38.1,36.7,36.9,34.5,33.1,34.5,35.7,36.2,37.4
,,,,1.4,,,1.8,,,2.4,1.4,1.5,1.2,1968,40.6,38.2,39.0,40.1,40.8,40.9,41.5,40.5,38.5,39.0,41.5,43.0,44.2
1959,1.6,1.3,1.1,,1.9,1.8,,1.8,2.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1969,46.7,44.9,47.3,48.1,49.0,49.2,48.8,46.1,43.7,44.8,45.2,46.7,46.8
1960,1.7,1.4,1.2,1.7,2.0,1.9.,2.2,2.2,2.2,2.3,1.3,1.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1970,37.7,46.2,45.9,44.3,41.5,40.1,36.5,33.0,31.5,32.4,33.1,33.8,34.3
1961,1.6,1.2,1.0,1.4,1.3,1.5,1.7,1.3,2.0,2.4,2.0,1.6,1.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1971,39.8,35.6,37.4,39.5,39.6,41.1,40.9,39.9,38.5,40.2,41.2,41.3,41.9
1962,1.6,1.2,1.2,1.5,1.6,1.7,1.5,1.6,2.7,2.2,1.7,1.1,.9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1972,47.2,43.4,44.5,45.7,46.1,46.8,47.7,47.0,46.3,47.4,49.3,50.5,51.5
1963,1.6,1.2,1.2,1.8,1.7,1.7,1.6,1.8,2.0,2.4,1.6,1.2,1.1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1973,52.6,52.5,54.3,55.3,55.0,55.6,53.7,50.6,50.4,51.4,52.1,51.1,49.3
1964,1.8,1.3,1.5,1.6,1.9,2.1,2.0,1.7,2.3,2.8,1.9,1.3,1.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1974,47.0,45.6,45.3,46.9,48.7,49.4,50.2,49.2,47.5,47.1,47.1,45.1,42.3
1965,2.2,1.6,1.6,2.4,2.5,2.2,1.9,2.6,2.7,3.4,2.5,1.6,1.9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1975,,38.5,38.8,40.8,41.1,41.9,41.6,,,,,,
1966,2.9,2.1,2.7,3.2,3.1,3.4,3.1,3.0,3.8,3.8,2.7,2.1,1.8,,,,,,,,,,,,,,
1967,2.4,2.1,2.1,2.6,2.5,2.6,2.7,2.3,2.9,3.5,2.5,1.9,1.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,WOMEN  EMPLOYEES -   IN THOUSANDS,,,,,,,
1968,2.7,1.9,1.8,2.2,2.8,3.1,2.4,2.9,4.3,4.2,3.2,2.1,1.7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1958,,1.6,,,1.8,,,1.5,,,1.4,,
1969,3.0,2.6,2.4,2.9,3.5,2.8,3.2,2.8,3.9,4.7,2.9,2.0,1.8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1959,1.7,1.6,1.6,1.6,1.7,1.8,1.8,1.6,1.6,1.6,1.6,1.6,1.7
1970,2.2,2.0,1.9,1.8,2.4,2.1,2.3,2.2,2.8,3.0,2.5,1.8,1.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1960,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.6,1.6,1.6,1.6,1.6
1971,2.0,1.7,1.4,1.8,1.9,2.1,2.2,2.1,3.1,2.8,2.0,1.5,1.4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1961,1.5,1.7,1.7,1.7,1.7,1.6,1.5,1.5,1.4,1.3,1.4,1.3,1.4
1972,2.1,1.7,1.6,2.0,2.1,2.1,2.4,2.0,3.3,2.8,2.0,1.7,1.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1962,1.4,1.4,1.4,1.4,1.5,1.5,1.4,1.3,1.3,1.3,1.3,1.3,1.3
1973,2.7,2.3,2.0,2.6,2.6,2.6,3.0,3.0,4.1,3.4,3.2,2.1,1.9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1963,1.6,1.3,1.4,1.5,1.7,1.8,1.6,1.6,1.5,1.5,1.5,1.6,1.6
1974,2.6,2.5,2.3,2.6,2.8,3.4,3.0,3.2,3.1,3.0,2.4,1.7,1.4,1964,1.6,1.6,1.8,1.8,1.7,1.6,1.6,1.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.6,1.6
1975,,1.6,1.7,1.8,1.9,2.0,2.2,,,,,,,1965,1.8,1.7,1.7,1.9,1.8,1.9,1.9,1.8,1.7,1.7,1.7,,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,
,,,,,,,,,,,,,,1966,1.9,1.9,2.2,2.1,2.0,2.0,1.8,1.8,1.6,1.6,1.8,2.0,2.3
,,,,,,LAYOFFS  PER  100  EMPLOYEES,,,,,,,,1967,2.4,2.2,2.3,2.4,2.5,2.5,2.5,2.1,2.1,2.2,2.4,2.5,2.6
,,,,,,,,,,,,,,1968,2.8,2.6,2.6,2.7,2.7,2.9,2.8,2.6,2.6,2.8,2.9,3.2,3.1
1958,9.6,9.2,9.1,12.7,7.7,9.4,8.8,9.0,9.5,10.2,9.0,10.0,11.1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1969,3.8,3.3,3.5,3.6,3.9,4.1,4.1,3.7,3.8,3.9,4.0,4.1,4.1
1959,9.1,9.9,9.2,9.0,10.7,8.5,10.8,9.5,8.7,7.7,7.1,9.2,8.4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1970,3.6,3.8,4.0,4.0,3.9,3.7,3.4,3.1,3.1,3.3,3.5,3.5,3.6
1960,8.8,7.8,9.4,10.7,8.6,8.5,10.4,9.2,10.0,8.0,7.9,6.9,7.8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1971,4.2,3.7,3.8,4.0,4.3,4.3,4.3,4.1,4.0,4.3,4.5,4.6,4.6
1961,8.6,7.9,8.6,6.6,11.5,8.8,9.0,6.9,7.7,8.3,7.0,8.5,11.8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1972,5.3,4.8,4.5,4.8,5.1,5.1,5.2,5.1,4.9,5.5,5.9,6.1,6.2
1962,7.9,8.6,7.8,7.0,8.4,8.0,7.8,6.2,9.3,6.6,9.0,8.7,7.6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1973,6.9,6.3,6.7,8.0,7.2,7.1,7.0,6.4,6.4,6.8,6.9,6.9,6.5
1963,8.2,8.0,8.0,7.2,8.9,11.5,7.1,7.6,8.0,7.5,8.6,8.9,7.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1974,6.5,5.9,5.7,5.9,6.4,6.9,6.9,6.8,6.7,6.8,6.9,6.6,5.9
1964,7.7,7.3,8.6,8.9,8.6,8.4,8.8,6.7,7.1,8.0,8.4,4.8,6.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1975,,5.6,5.3,5.5,5.4,5.7,5.6,,,,,,
1965,5.8,6.1,6.0,5.8,5.8,5.9,5.1,5.4,4.8,4.0,7.5,6.8,5.8,,,,,,,,,,,,,,
1966,4.8,3.1,4.2,4.8,5.8,5.6,5.6,3.8,4.8,4.9,6.3,4.4,3.7,,,,,,PRODUCTION WORKERS -  IN THOUSANDS,,,,,,,,
1967,5.4,5.1,7.6,5.5,4.8,6.7,6.9,5.0,4.8,4.1,4.9,4.7,4.4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1947,18.9,18.6,19.0,20.1,21.9,22.8,23.7,21.4,18.0,15.8,14.8,13.9,16.9
1968,4.6,4.4,5.0,4.0,4.8,6.1,4.5,4.1,4.7,4.2,3.8,5.7,4.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1948,13.9,16.4,14.9,14.8,15.2,15.5,15.6,13.1,12.5,12.4,12.3,12.0,12.0
1969,3.7,3.9,3.6,4.2,5.0,3.9,3.0,3.7,3.4,2.9,3.9,3.0,4.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1949,10.0,12.1,11.9,11.2,11.0,11.0,10.4,9.8,9.1,8.6,8.3,8.5,8.5
1970,4.6,3.9,4.1,5.6,4.4,4.7,4.6,4.4,3.8,4.3,5.7,4.3,5.2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1950,11.3,8.7,9.1,10.1,11.3,12.1,12.8,12.0,11.6,11.6,11.6,11.8,12.6
1971,5.3,4.5,6.2,6.7,7.4,5.8,5.2,2.6,5.0,4.3,5.4,4.9,5.8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1951,12.6,12.6,13.1,13.2,13.5,13.5,13.5,13.0,11.8,11.4,11.3,11.8,12.2
1972,4.2,5.3,4.4,4.9,3.7,3.7,4.7,3.2,5.2,4.1,4.0,4.8,2.8,1952,16.5,12.5,13.3,14.4,15.9,17.0,18.0,17.8,17.4,17.1,17.1,18.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2
1973,3.3,3.9,4.8,4.3,3.8,4.5,4.4,2.0,2.3,2.3,3.0,2.3,2.2,1953,20.0,19.4,19.8,20.3,21.3,21.6,21.4,20.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,19.7,19.0,18.9,19.1,18.3
1974,2.2,2.4,1.6,2.7,1.9,2.9,2.7,16,1.9,2.5,2.3,2.2,1.5,1954,18.6,19.4,20.1,20.8,18.8,20.8,19.9,18.7,17.0,15.9,16.0,17.2,18.5
1975,,2.7,2.7,1.9,2.8,2.3,2.1,,,,,,,1955,20.6,20.4,21.7,22.3,22.6,22.8,22.1,20.4,18.9,18.2,18.4,19.0,20.2
See footnotes at end of tables.,,,,,,,,,,,,,3 2 8,,,,,,,,,,,,,,
